stateName,countyName,county
North Dakota,McLean,McLean County
North Carolina,Dare,Dare County
New York,Monroe,Monroe County
Virginia,Fluvanna,Fluvanna County
New Mexico,Socorro,Socorro County
Texas,Cameron,Cameron County
Tennessee,Greene,Greene County
South Dakota,Lake,Lake County
South Carolina,Lancaster,Lancaster County
Pennsylvania,Franklin,Franklin County
Oregon,Tillamook,Tillamook County
Oklahoma,Haskell,Haskell County
Wisconsin,La Crosse,La Crosse County
West Virginia,Monroe,Monroe County
Washington,Spokane,Spokane County
Nebraska,Franklin,Franklin County
Minnesota,Hennepin,Hennepin County
Ohio,Greene,Greene County
Michigan,Gogebic,Gogebic County
North Dakota,Mercer,Mercer County
North Carolina,Davidson,Davidson County
New York,Montgomery,Montgomery County
Virginia,Frederick,Frederick County
New Mexico,Taos,Taos County
Texas,Camp,Camp County
Tennessee,Grundy,Grundy County
South Dakota,Lawrence,Lawrence County
South Carolina,Laurens,Laurens County
Pennsylvania,Fulton,Fulton County
Oregon,Umatilla,Umatilla County
Oklahoma,Hughes,Hughes County
Wisconsin,Lafayette,Lafayette County
West Virginia,Morgan,Morgan County
Washington,Stevens,Stevens County
Nebraska,Frontier,Frontier County
Minnesota,Houston,Houston County
Ohio,Guernsey,Guernsey County
Michigan,Grand Traverse,Grand Traverse County
North Dakota,Morton,Morton County
North Carolina,Davie,Davie County
New York,Nassau,Nassau County
Virginia,Giles,Giles County
New Mexico,Torrance,Torrance County
Texas,Carson,Carson County
Tennessee,Hamblen,Hamblen County
South Dakota,Lincoln,Lincoln County
South Carolina,Lee,Lee County
Pennsylvania,Greene,Greene County
Oregon,Union,Union County
Oklahoma,Jackson,Jackson County
Wisconsin,Langlade,Langlade County
West Virginia,Nicholas,Nicholas County
Washington,Thurston,Thurston County
Nebraska,Furnas,Furnas County
Minnesota,Hubbard,Hubbard County
Ohio,Hamilton,Hamilton County
Michigan,Gratiot,Gratiot County
North Dakota,Mountrail,Mountrail County
North Carolina,Duplin,Duplin County
New York,New York,New York County
Virginia,Gloucester,Gloucester County
New Mexico,Union,Union County
Texas,Cass,Cass County
Tennessee,Hamilton,Hamilton County
South Dakota,Lyman,Lyman County
South Carolina,Lexington,Lexington County
Pennsylvania,Huntingdon,Huntingdon County
Oregon,Wallowa,Wallowa County
Oklahoma,Jefferson,Jefferson County
Wisconsin,Lincoln,Lincoln County
West Virginia,Ohio,Ohio County
Washington,Wahkiakum,Wahkiakum County
Nebraska,Gage,Gage County
Minnesota,Isanti,Isanti County
Ohio,Hancock,Hancock County
Michigan,Hillsdale,Hillsdale County
North Dakota,Nelson,Nelson County
North Carolina,Durham,Durham County
New York,Niagara,Niagara County
Virginia,Goochland,Goochland County
New Mexico,Valencia,Valencia County
Texas,Castro,Castro County
Tennessee,Hancock,Hancock County
South Dakota,McCook,McCook County
South Carolina,McCormick,McCormick County
Pennsylvania,Indiana,Indiana County
Oregon,Wasco,Wasco County
Oklahoma,Johnston,Johnston County
Wisconsin,Manitowoc,Manitowoc County
West Virginia,Pendleton,Pendleton County
Washington,Walla Walla,Walla Walla County
Nebraska,Garden,Garden County
Minnesota,Itasca,Itasca County
Ohio,Hardin,Hardin County
Michigan,Houghton,Houghton County
North Dakota,Oliver,Oliver County
North Carolina,Edgecombe,Edgecombe County
New York,Oneida,Oneida County
Virginia,Grayson,Grayson County
Texas,Chambers,Chambers County
Tennessee,Hardeman,Hardeman County
South Dakota,McPherson,McPherson County
South Carolina,Marion,Marion County
Pennsylvania,Jefferson,Jefferson County
Oregon,Washington,Washington County
Oklahoma,Kay,Kay County
Wisconsin,Marathon,Marathon County
West Virginia,Pleasants,Pleasants County
Washington,Whatcom,Whatcom County
Nebraska,Gosper,Gosper County
Minnesota,Jackson,Jackson County
Ohio,Harrison,Harrison County
Michigan,Huron,Huron County
North Dakota,Pembina,Pembina County
North Carolina,Forsyth,Forsyth County
New York,Onondaga,Onondaga County
Virginia,Greene,Greene County
Texas,Cherokee,Cherokee County
Tennessee,Hardin,Hardin County
South Dakota,Marshall,Marshall County
South Carolina,Marlboro,Marlboro County
Pennsylvania,Juniata,Juniata County
Oregon,Wheeler,Wheeler County
Oklahoma,Kingfisher,Kingfisher County
Wisconsin,Marinette,Marinette County
West Virginia,Pocahontas,Pocahontas County
Washington,Whitman,Whitman County
Nebraska,Greeley,Greeley County
Minnesota,Kanabec,Kanabec County
Ohio,Henry,Henry County
Michigan,Ingham,Ingham County
North Dakota,Pierce,Pierce County
North Carolina,Franklin,Franklin County
New York,Ontario,Ontario County
Virginia,Greensville,Greensville County
Texas,Childress,Childress County
Tennessee,Hawkins,Hawkins County
South Dakota,Meade,Meade County
South Carolina,Newberry,Newberry County
Pennsylvania,Lackawanna,Lackawanna County
Oregon,Yamhill,Yamhill County
Oklahoma,Kiowa,Kiowa County
Wisconsin,Marquette,Marquette County
West Virginia,Preston,Preston County
Washington,Yakima,Yakima County
Nebraska,Hall,Hall County
Minnesota,Kandiyohi,Kandiyohi County
Ohio,Highland,Highland County
Michigan,Ionia,Ionia County
North Dakota,Ramsey,Ramsey County
North Carolina,Gaston,Gaston County
New York,Orange,Orange County
Virginia,Halifax,Halifax County
Texas,Clay,Clay County
Tennessee,Haywood,Haywood County
South Dakota,Miner,Miner County
South Carolina,Oconee,Oconee County
Pennsylvania,Lancaster,Lancaster County
Oklahoma,Latimer,Latimer County
Wisconsin,Menominee,Menominee County
West Virginia,Putnam,Putnam County
Nebraska,Hamilton,Hamilton County
Minnesota,Kittson,Kittson County
Ohio,Hocking,Hocking County
Michigan,Iosco,Iosco County
North Dakota,Ransom,Ransom County
North Carolina,Gates,Gates County
New York,Orleans,Orleans County
Virginia,Hanover,Hanover County
Texas,Cochran,Cochran County
Tennessee,Henderson,Henderson County
South Dakota,Minnehaha,Minnehaha County
South Carolina,Orangeburg,Orangeburg County
Pennsylvania,Lawrence,Lawrence County
Oklahoma,Le Flore,Le Flore County
Wisconsin,Milwaukee,Milwaukee County
West Virginia,Raleigh,Raleigh County
Nebraska,Harlan,Harlan County
Minnesota,Koochiching,Koochiching County
Ohio,Holmes,Holmes County
Michigan,Iron,Iron County
North Dakota,Renville,Renville County
North Carolina,Graham,Graham County
New York,Oswego,Oswego County
Virginia,Henrico,Henrico County
Texas,Coke,Coke County
Tennessee,Henry,Henry County
South Dakota,Moody,Moody County
South Carolina,Pickens,Pickens County
Pennsylvania,Lebanon,Lebanon County
Oklahoma,Lincoln,Lincoln County
Wisconsin,Monroe,Monroe County
West Virginia,Randolph,Randolph County
Nebraska,Hayes,Hayes County
Minnesota,Lac qui Parle,Lac qui Parle County
Ohio,Huron,Huron County
Michigan,Isabella,Isabella County
North Dakota,Richland,Richland County
North Carolina,Granville,Granville County
New York,Otsego,Otsego County
Virginia,Henry,Henry County
Texas,Coleman,Coleman County
Tennessee,Hickman,Hickman County
South Dakota,Pennington,Pennington County
South Carolina,Richland,Richland County
Pennsylvania,Lehigh,Lehigh County
Oklahoma,Logan,Logan County
Wisconsin,Oconto,Oconto County
West Virginia,Ritchie,Ritchie County
Nebraska,Hitchcock,Hitchcock County
Minnesota,Lake,Lake County
Ohio,Jackson,Jackson County
Michigan,Jackson,Jackson County
North Dakota,Rolette,Rolette County
North Carolina,Greene,Greene County
New York,Putnam,Putnam County
Virginia,Highland,Highland County
Texas,Collin,Collin County
Tennessee,Houston,Houston County
South Dakota,Perkins,Perkins County
South Carolina,Saluda,Saluda County
Pennsylvania,Luzerne,Luzerne County
Oklahoma,Love,Love County
Wisconsin,Oneida,Oneida County
West Virginia,Roane,Roane County
Nebraska,Holt,Holt County
Minnesota,Lake of the Woods,Lake of the Woods County
Ohio,Jefferson,Jefferson County
Michigan,Kalamazoo,Kalamazoo County
North Dakota,Sargent,Sargent County
North Carolina,Guilford,Guilford County
New York,Queens,Queens County
Virginia,Isle of Wight,Isle of Wight County
Texas,Collingsworth,Collingsworth County
Tennessee,Humphreys,Humphreys County
South Dakota,Potter,Potter County
South Carolina,Spartanburg,Spartanburg County
Pennsylvania,Lycoming,Lycoming County
Oklahoma,McClain,McClain County
Wisconsin,Outagamie,Outagamie County
West Virginia,Summers,Summers County
Nebraska,Howard,Howard County
Minnesota,Le Sueur,Le Sueur County
Ohio,Knox,Knox County
Michigan,Kalkaska,Kalkaska County
North Dakota,Sheridan,Sheridan County
North Carolina,Halifax,Halifax County
New York,Rensselaer,Rensselaer County
Virginia,King and Queen,King and Queen County
Texas,Colorado,Colorado County
Tennessee,Jackson,Jackson County
South Dakota,Roberts,Roberts County
South Carolina,Sumter,Sumter County
Pennsylvania,McKean,McKean County
Oklahoma,McCurtain,McCurtain County
Wisconsin,Ozaukee,Ozaukee County
West Virginia,Taylor,Taylor County
Nebraska,Jefferson,Jefferson County
Minnesota,Lincoln,Lincoln County
Ohio,Lake,Lake County
Michigan,Kent,Kent County
North Dakota,Slope,Slope County
North Carolina,Harnett,Harnett County
New York,Richmond,Richmond County
Virginia,King George,King George County
Texas,Comal,Comal County
Tennessee,Jefferson,Jefferson County
South Dakota,Sanborn,Sanborn County
South Carolina,Union,Union County
Pennsylvania,Mercer,Mercer County
Oklahoma,McIntosh,McIntosh County
Wisconsin,Pepin,Pepin County
West Virginia,Tucker,Tucker County
Nebraska,Johnson,Johnson County
Minnesota,Lyon,Lyon County
Ohio,Lawrence,Lawrence County
Michigan,Keweenaw,Keweenaw County
North Dakota,Stark,Stark County
North Carolina,Haywood,Haywood County
New York,Rockland,Rockland County
Virginia,King William,King William County
Texas,Comanche,Comanche County
Tennessee,Johnson,Johnson County
South Dakota,Spink,Spink County
South Carolina,Williamsburg,Williamsburg County
Pennsylvania,Mifflin,Mifflin County
Oklahoma,Major,Major County
Wisconsin,Pierce,Pierce County
West Virginia,Tyler,Tyler County
Nebraska,Kearney,Kearney County
Minnesota,McLeod,McLeod County
Ohio,Licking,Licking County
Michigan,Lake,Lake County
North Dakota,Steele,Steele County
North Carolina,Henderson,Henderson County
New York,Saint Lawrence,Saint Lawrence County
Virginia,Lancaster,Lancaster County
Texas,Concho,Concho County
Tennessee,Knox,Knox County
South Dakota,Stanley,Stanley County
South Carolina,York,York County
Pennsylvania,Monroe,Monroe County
Oklahoma,Marshall,Marshall County
Wisconsin,Polk,Polk County
West Virginia,Upshur,Upshur County
Nebraska,Keith,Keith County
Minnesota,Mahnomen,Mahnomen County
Ohio,Logan,Logan County
Michigan,Lapeer,Lapeer County
North Dakota,Stutsman,Stutsman County
North Carolina,Hertford,Hertford County
New York,Saratoga,Saratoga County
Virginia,Lee,Lee County
Texas,Cooke,Cooke County
Tennessee,Lake,Lake County
South Dakota,Sully,Sully County
Pennsylvania,Montgomery,Montgomery County
Oklahoma,Mayes,Mayes County
Wisconsin,Portage,Portage County
West Virginia,Wayne,Wayne County
Nebraska,Keya Paha,Keya Paha County
Minnesota,Marshall,Marshall County
Ohio,Lorain,Lorain County
Michigan,Leelanau,Leelanau County
North Dakota,Towner,Towner County
North Carolina,Hoke,Hoke County
New York,Schenectady,Schenectady County
Virginia,Loudoun,Loudoun County
Texas,Coryell,Coryell County
Tennessee,Lauderdale,Lauderdale County
South Dakota,Tripp,Tripp County
Pennsylvania,Montour,Montour County
Oklahoma,Murray,Murray County
Wisconsin,Price,Price County
West Virginia,Webster,Webster County
Nebraska,Kimball,Kimball County
Minnesota,Martin,Martin County
Ohio,Lucas,Lucas County
Michigan,Lenawee,Lenawee County
North Dakota,Traill,Traill County
North Carolina,Hyde,Hyde County
New York,Schoharie,Schoharie County
Virginia,Louisa,Louisa County
Texas,Cottle,Cottle County
Tennessee,Lawrence,Lawrence County
South Dakota,Turner,Turner County
Pennsylvania,Northampton,Northampton County
Oklahoma,Muskogee,Muskogee County
Wisconsin,Racine,Racine County
West Virginia,Wetzel,Wetzel County
Nebraska,Knox,Knox County
Minnesota,Meeker,Meeker County
Ohio,Madison,Madison County
Michigan,Livingston,Livingston County
North Dakota,Walsh,Walsh County
North Carolina,Iredell,Iredell County
New York,Schuyler,Schuyler County
Virginia,Lunenburg,Lunenburg County
Texas,Crane,Crane County
Tennessee,Lewis,Lewis County
South Dakota,Union,Union County
Pennsylvania,Northumberland,Northumberland County
Oklahoma,Noble,Noble County
Wisconsin,Richland,Richland County
West Virginia,Wirt,Wirt County
Nebraska,Lancaster,Lancaster County
Minnesota,Mille Lacs,Mille Lacs County
Ohio,Mahoning,Mahoning County
Michigan,Luce,Luce County
North Dakota,Ward,Ward County
North Carolina,Jackson,Jackson County
New York,Seneca,Seneca County
Virginia,Madison,Madison County
Texas,Crockett,Crockett County
Tennessee,Lincoln,Lincoln County
South Dakota,Walworth,Walworth County
Pennsylvania,Perry,Perry County
Oklahoma,Nowata,Nowata County
Wisconsin,Rock,Rock County
West Virginia,Wood,Wood County
Nebraska,Lincoln,Lincoln County
Minnesota,Morrison,Morrison County
Ohio,Marion,Marion County
Michigan,Mackinac,Mackinac County
North Dakota,Wells,Wells County
North Carolina,Johnston,Johnston County
New York,Steuben,Steuben County
Virginia,Mathews,Mathews County
Texas,Crosby,Crosby County
Tennessee,Loudon,Loudon County
South Dakota,Yankton,Yankton County
Pennsylvania,Philadelphia,Philadelphia County
Oklahoma,Okfuskee,Okfuskee County
Wisconsin,Rusk,Rusk County
West Virginia,Wyoming,Wyoming County
Nebraska,Logan,Logan County
Minnesota,Mower,Mower County
Ohio,Medina,Medina County
Michigan,Macomb,Macomb County
North Dakota,Williams,Williams County
North Carolina,Jones,Jones County
New York,Suffolk,Suffolk County
Virginia,Mecklenburg,Mecklenburg County
Texas,Culberson,Culberson County
Tennessee,McMinn,McMinn County
Pennsylvania,Pike,Pike County
Oklahoma,Oklahoma,Oklahoma County
Wisconsin,Saint Croix,Saint Croix County
Nebraska,Madison,Madison County
Minnesota,Murray,Murray County
Ohio,Meigs,Meigs County
Michigan,Manistee,Manistee County
North Carolina,Lee,Lee County
New York,Sullivan,Sullivan County
Virginia,Middlesex,Middlesex County
Texas,Dallam,Dallam County
Tennessee,McNairy,McNairy County
Pennsylvania,Potter,Potter County
Oklahoma,Okmulgee,Okmulgee County
Wisconsin,Sauk,Sauk County
Nebraska,Merrick,Merrick County
Minnesota,Nicollet,Nicollet County
Ohio,Mercer,Mercer County
Michigan,Marquette,Marquette County
North Carolina,Lenoir,Lenoir County
New York,Tioga,Tioga County
Virginia,Montgomery,Montgomery County
Texas,Dallas,Dallas County
Tennessee,Macon,Macon County
Pennsylvania,Schuylkill,Schuylkill County
Oklahoma,Osage,Osage County
Wisconsin,Sawyer,Sawyer County
Nebraska,Morrill,Morrill County
Minnesota,Nobles,Nobles County
Ohio,Miami,Miami County
Michigan,Mason,Mason County
North Carolina,Lincoln,Lincoln County
New York,Tompkins,Tompkins County
Virginia,Nelson,Nelson County
Texas,Dawson,Dawson County
Tennessee,Madison,Madison County
Pennsylvania,Snyder,Snyder County
Oklahoma,Ottawa,Ottawa County
Wisconsin,Shawano,Shawano County
Nebraska,Nance,Nance County
Minnesota,Norman,Norman County
Ohio,Monroe,Monroe County
Michigan,Mecosta,Mecosta County
North Carolina,McDowell,McDowell County
New York,Ulster,Ulster County
Virginia,New Kent,New Kent County
Texas,Deaf Smith,Deaf Smith County
Tennessee,Marion,Marion County
Pennsylvania,Somerset,Somerset County
Oklahoma,Pawnee,Pawnee County
Wisconsin,Sheboygan,Sheboygan County
Nebraska,Nemaha,Nemaha County
Minnesota,Olmsted,Olmsted County
Ohio,Montgomery,Montgomery County
Michigan,Menominee,Menominee County
North Carolina,Macon,Macon County
New York,Warren,Warren County
Virginia,Northampton,Northampton County
Texas,Delta,Delta County
Tennessee,Marshall,Marshall County
Pennsylvania,Sullivan,Sullivan County
Oklahoma,Payne,Payne County
Wisconsin,Taylor,Taylor County
Nebraska,Otoe,Otoe County
Minnesota,Otter Tail,Otter Tail County
Ohio,Morgan,Morgan County
Michigan,Midland,Midland County
North Carolina,Madison,Madison County
New York,Washington,Washington County
Virginia,Northumberland,Northumberland County
Texas,Denton,Denton County
Tennessee,Maury,Maury County
Pennsylvania,Susquehanna,Susquehanna County
Oklahoma,Pittsburg,Pittsburg County
Wisconsin,Trempealeau,Trempealeau County
Nebraska,Pawnee,Pawnee County
Minnesota,Pennington,Pennington County
Ohio,Morrow,Morrow County
Michigan,Missaukee,Missaukee County
North Carolina,Martin,Martin County
New York,Wayne,Wayne County
Virginia,Nottoway,Nottoway County
Texas,DeWitt,DeWitt County
Tennessee,Meigs,Meigs County
Pennsylvania,Tioga,Tioga County
Oklahoma,Pontotoc,Pontotoc County
Wisconsin,Vernon,Vernon County
Nebraska,Perkins,Perkins County
Minnesota,Pine,Pine County
Ohio,Muskingum,Muskingum County
Michigan,Monroe,Monroe County
North Carolina,Mecklenburg,Mecklenburg County
New York,Westchester,Westchester County
Virginia,Orange,Orange County
Texas,Dickens,Dickens County
Tennessee,Monroe,Monroe County
Pennsylvania,Union,Union County
Oklahoma,Pottawatomie,Pottawatomie County
Wisconsin,Vilas,Vilas County
Nebraska,Phelps,Phelps County
Minnesota,Pipestone,Pipestone County
Ohio,Noble,Noble County
Michigan,Montcalm,Montcalm County
North Carolina,Mitchell,Mitchell County
New York,Wyoming,Wyoming County
Virginia,Page,Page County
Texas,Dimmit,Dimmit County
Tennessee,Montgomery,Montgomery County
Pennsylvania,Venango,Venango County
Oklahoma,Pushmataha,Pushmataha County
Wisconsin,Walworth,Walworth County
Nebraska,Pierce,Pierce County
Minnesota,Polk,Polk County
Ohio,Ottawa,Ottawa County
Michigan,Montmorency,Montmorency County
North Carolina,Montgomery,Montgomery County
New York,Yates,Yates County
Virginia,Patrick,Patrick County
Texas,Donley,Donley County
Tennessee,Moore,Moore County
Pennsylvania,Warren,Warren County
Oklahoma,Roger Mills,Roger Mills County
Wisconsin,Washburn,Washburn County
Nebraska,Platte,Platte County
Minnesota,Pope,Pope County
Ohio,Paulding,Paulding County
Michigan,Muskegon,Muskegon County
North Carolina,Moore,Moore County
Virginia,Pittsylvania,Pittsylvania County
Texas,Duval,Duval County
Tennessee,Morgan,Morgan County
Pennsylvania,Washington,Washington County
Oklahoma,Rogers,Rogers County
Wisconsin,Washington,Washington County
Nebraska,Polk,Polk County
Minnesota,Ramsey,Ramsey County
Ohio,Perry,Perry County
Michigan,Newaygo,Newaygo County
North Carolina,Nash,Nash County
Virginia,Powhatan,Powhatan County
Texas,Eastland,Eastland County
Tennessee,Obion,Obion County
Pennsylvania,Wayne,Wayne County
Oklahoma,Seminole,Seminole County
Wisconsin,Waukesha,Waukesha County
Nebraska,Red Willow,Red Willow County
Minnesota,Red Lake,Red Lake County
Ohio,Pickaway,Pickaway County
Michigan,Oakland,Oakland County
North Carolina,New Hanover,New Hanover County
Virginia,Prince Edward,Prince Edward County
Texas,Ector,Ector County
Tennessee,Overton,Overton County
Pennsylvania,Westmoreland,Westmoreland County
Oklahoma,Sequoyah,Sequoyah County
Wisconsin,Waupaca,Waupaca County
Nebraska,Richardson,Richardson County
Minnesota,Redwood,Redwood County
Ohio,Pike,Pike County
Michigan,Oceana,Oceana County
North Carolina,Northampton,Northampton County
Virginia,Prince George,Prince George County
Texas,Edwards,Edwards County
Tennessee,Perry,Perry County
Pennsylvania,Wyoming,Wyoming County
Oklahoma,Stephens,Stephens County
Wisconsin,Waushara,Waushara County
Nebraska,Rock,Rock County
Minnesota,Renville,Renville County
Ohio,Portage,Portage County
Michigan,Ogemaw,Ogemaw County
North Carolina,Onslow,Onslow County
Virginia,Prince William,Prince William County
Texas,Ellis,Ellis County
Tennessee,Pickett,Pickett County
Pennsylvania,York,York County
Oklahoma,Texas,Texas County
Wisconsin,Winnebago,Winnebago County
Nebraska,Saline,Saline County
Minnesota,Rice,Rice County
Ohio,Preble,Preble County
Michigan,Ontonagon,Ontonagon County
North Carolina,Orange,Orange County
Virginia,Pulaski,Pulaski County
Texas,El Paso,El Paso County
Tennessee,Polk,Polk County
Oklahoma,Tillman,Tillman County
Wisconsin,Wood,Wood County
Nebraska,Sarpy,Sarpy County
Minnesota,Rock,Rock County
Ohio,Putnam,Putnam County
Michigan,Osceola,Osceola County
North Carolina,Pamlico,Pamlico County
Virginia,Rappahannock,Rappahannock County
Texas,Erath,Erath County
Tennessee,Putnam,Putnam County
Oklahoma,Tulsa,Tulsa County
Nebraska,Saunders,Saunders County
Minnesota,Roseau,Roseau County
Ohio,Richland,Richland County
Michigan,Oscoda,Oscoda County
North Carolina,Pasquotank,Pasquotank County
Virginia,Rockbridge,Rockbridge County
Texas,Falls,Falls County
Tennessee,Rhea,Rhea County
Oklahoma,Wagoner,Wagoner County
Nebraska,Scotts Bluff,Scotts Bluff County
Minnesota,Saint Louis,Saint Louis County
Ohio,Ross,Ross County
Michigan,Otsego,Otsego County
North Carolina,Pender,Pender County
Virginia,Rockingham,Rockingham County
Texas,Fannin,Fannin County
Tennessee,Roane,Roane County
Oklahoma,Washington,Washington County
Nebraska,Seward,Seward County
Minnesota,Scott,Scott County
Ohio,Sandusky,Sandusky County
Michigan,Ottawa,Ottawa County
North Carolina,Perquimans,Perquimans County
Virginia,Russell,Russell County
Texas,Fayette,Fayette County
Tennessee,Robertson,Robertson County
Oklahoma,Washita,Washita County
Nebraska,Sheridan,Sheridan County
Minnesota,Sherburne,Sherburne County
Ohio,Scioto,Scioto County
Michigan,Presque Isle,Presque Isle County
North Carolina,Person,Person County
Virginia,Scott,Scott County
Texas,Fisher,Fisher County
Tennessee,Rutherford,Rutherford County
Oklahoma,Woods,Woods County
Nebraska,Sherman,Sherman County
Minnesota,Sibley,Sibley County
Ohio,Seneca,Seneca County
Michigan,Roscommon,Roscommon County
North Carolina,Pitt,Pitt County
Virginia,Shenandoah,Shenandoah County
Texas,Floyd,Floyd County
Tennessee,Scott,Scott County
Oklahoma,Woodward,Woodward County
Nebraska,Sioux,Sioux County
Minnesota,Stearns,Stearns County
Ohio,Shelby,Shelby County
Michigan,Saginaw,Saginaw County
North Carolina,Polk,Polk County
Virginia,Smyth,Smyth County
Texas,Fort Bend,Fort Bend County
Tennessee,Sequatchie,Sequatchie County
Nebraska,Stanton,Stanton County
Minnesota,Steele,Steele County
Ohio,Stark,Stark County
Michigan,Saint Clair,Saint Clair County
North Carolina,Randolph,Randolph County
Virginia,Southampton,Southampton County
Texas,Franklin,Franklin County
Tennessee,Sevier,Sevier County
Nebraska,Thomas,Thomas County
Minnesota,Stevens,Stevens County
Ohio,Summit,Summit County
Michigan,Saint Joseph,Saint Joseph County
North Carolina,Richmond,Richmond County
Virginia,Spotsylvania,Spotsylvania County
Texas,Freestone,Freestone County
Tennessee,Shelby,Shelby County
Nebraska,Thurston,Thurston County
Minnesota,Swift,Swift County
Ohio,Trumbull,Trumbull County
Michigan,Sanilac,Sanilac County
North Carolina,Robeson,Robeson County
Virginia,Stafford,Stafford County
Texas,Frio,Frio County
Tennessee,Smith,Smith County
Nebraska,Valley,Valley County
Minnesota,Todd,Todd County
Ohio,Tuscarawas,Tuscarawas County
Michigan,Schoolcraft,Schoolcraft County
North Carolina,Rockingham,Rockingham County
Virginia,Surry,Surry County
Texas,Gaines,Gaines County
Tennessee,Stewart,Stewart County
Nebraska,Washington,Washington County
Minnesota,Traverse,Traverse County
Ohio,Union,Union County
Michigan,Shiawassee,Shiawassee County
North Carolina,Rowan,Rowan County
Virginia,Sussex,Sussex County
Texas,Galveston,Galveston County
Tennessee,Sullivan,Sullivan County
Nebraska,Wayne,Wayne County
Minnesota,Wabasha,Wabasha County
Ohio,Van Wert,Van Wert County
Michigan,Tuscola,Tuscola County
North Carolina,Rutherford,Rutherford County
Virginia,Tazewell,Tazewell County
Texas,Garza,Garza County
Tennessee,Sumner,Sumner County
Nebraska,Webster,Webster County
Minnesota,Wadena,Wadena County
Ohio,Vinton,Vinton County
Michigan,Van Buren,Van Buren County
North Carolina,Sampson,Sampson County
Virginia,Warren,Warren County
Texas,Gillespie,Gillespie County
Tennessee,Tipton,Tipton County
Nebraska,York,York County
Minnesota,Waseca,Waseca County
Ohio,Warren,Warren County
Michigan,Washtenaw,Washtenaw County
North Carolina,Scotland,Scotland County
Virginia,Washington,Washington County
Texas,Glasscock,Glasscock County
Tennessee,Trousdale,Trousdale County
Minnesota,Washington,Washington County
Ohio,Washington,Washington County
Michigan,Wayne,Wayne County
North Carolina,Stanly,Stanly County
Virginia,Westmoreland,Westmoreland County
Texas,Goliad,Goliad County
Tennessee,Unicoi,Unicoi County
Minnesota,Watonwan,Watonwan County
Ohio,Wayne,Wayne County
Michigan,Wexford,Wexford County
North Carolina,Stokes,Stokes County
Virginia,Wise,Wise County
Texas,Gonzales,Gonzales County
Tennessee,Union,Union County
Minnesota,Wilkin,Wilkin County
Ohio,Williams,Williams County
North Carolina,Surry,Surry County
Virginia,Wythe,Wythe County
Texas,Gray,Gray County
Tennessee,Van Buren,Van Buren County
Minnesota,Winona,Winona County
Ohio,Wood,Wood County
North Carolina,Swain,Swain County
